,car,Date,Dealer_Name,Dealer_Region,Company,Model,Engine,Transmission,Color_car,Body Style,Price
16941,C_CND_016942,8/22/2023,Suburban Ford,Janesville,CMP_011,Concorde,Overhead Camshaft,Manual,Pale White,SUV,"$28,000 "
16942,C_CND_016943,8/22/2023,Star Enterprises Inc,Janesville,CMP_023,C70,Overhead Camshaft,Manual,Pale White,Hatchback,"$24,100 "
16943,C_CND_016944,8/22/2023,Suburban Ford,Scottsdale,CMP_007,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$19,000 "
16944,C_CND_016945,8/22/2023,Tri-State Mack Inc,Austin,CMP_022,S-Type,Overhead Camshaft,Manual,Pale White,Passenger,"$20,000 "
16945,C_CND_016946,8/22/2023,U-Haul CO,Janesville,CMP_011,Cirrus,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$12,000 "
16946,C_CND_016947,8/22/2023,Progressive Shippers Cooperative Association No,Scottsdale,CMP_001,Expedition,Overhead Camshaft,Manual,Red,SUV,"$22,000 "
16947,C_CND_016948,8/22/2023,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_006,Montero Sport,Overhead Camshaft,Manual,Red,SUV,"$29,000 "
16948,C_CND_016949,8/22/2023,Rabun Used Car Sales,Austin,CMP_001,Focus,Overhead Camshaft,Manual,Red,SUV,"$24,000 "
16949,C_CND_016950,8/22/2023,Ryder Truck Rental and Leasing,Aurora,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$19,000 "
16950,C_CND_016951,8/23/2023,U-Haul CO,Austin,CMP_028,Prowler,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$27,001 "
16951,C_CND_016952,8/23/2023,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_004,RAV4,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$28,001 "
16952,C_CND_016953,8/23/2023,C & M Motors Inc,Aurora,CMP_007,Monte Carlo,Overhead Camshaft,Manual,Black,Hatchback,"$44,001 "
16953,C_CND_016954,8/23/2023,Capitol KIA,Greenville,CMP_014,CR-V,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$31,001 "
16954,C_CND_016955,8/23/2023,Chrysler of Tri-Cities,Pasco,CMP_025,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$19,001 "
16955,C_CND_016956,8/23/2023,Chrysler Plymouth,Janesville,CMP_008,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$26,001 "
16956,C_CND_016957,8/23/2023,Classic Chevy,Scottsdale,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$69,001 "
16957,C_CND_016958,8/23/2023,Clay Johnson Auto Sales,Austin,CMP_001,Mustang,Overhead Camshaft,Manual,Black,Hatchback,"$22,001 "
16958,C_CND_016959,8/23/2023,Diehl Motor CO Inc,Middletown,CMP_023,S80,Overhead Camshaft,Manual,Pale White,Sedan,"$21,001 "
16959,C_CND_016960,8/23/2023,Enterprise Rent A Car,Aurora,CMP_011,Sebring Coupe,Overhead Camshaft,Manual,Red,Sedan,"$21,001 "
16960,C_CND_016961,8/23/2023,U-Haul CO,Austin,CMP_007,Prizm,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$25,000 "
16961,C_CND_016962,8/23/2023,Hatfield Volkswagen,Pasco,CMP_021,C-Class,Overhead Camshaft,Manual,Pale White,Hatchback,"$17,001 "
16962,C_CND_016963,8/23/2023,Iceberg Rentals,Janesville,CMP_026,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$60,001 "
16963,C_CND_016964,8/23/2023,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_028,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$27,001 "
16964,C_CND_016965,8/23/2023,Motor Vehicle Branch Office,Austin,CMP_014,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$21,001 "
16965,C_CND_016966,8/23/2023,Nebo Chevrolet,Middletown,CMP_003,Eldorado,Overhead Camshaft,Manual,Black,Passenger,"$29,001 "
16966,C_CND_016967,8/23/2023,Pars Auto Sales,Greenville,CMP_010,528i,Overhead Camshaft,Manual,Red,SUV,"$25,000 "
16967,C_CND_016968,8/23/2023,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_026,Silhouette,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$12,000 "
16968,C_CND_016969,8/23/2023,Progressive Shippers Cooperative Association No,Janesville,CMP_027,LS400,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$39,000 "
16969,C_CND_016970,8/23/2023,Rabun Used Car Sales,Scottsdale,CMP_003,Eldorado,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$60,000 "
16970,C_CND_016971,8/23/2023,Race Car Help,Austin,CMP_004,RAV4,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$27,000 "
16971,C_CND_016972,8/23/2023,Ryder Truck Rental and Leasing,Middletown,CMP_009,Villager,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$36,000 "
16972,C_CND_016973,8/23/2023,Chrysler Plymouth,Janesville,CMP_013,Sonata,Overhead Camshaft,Manual,Red,SUV,"$21,001 "
16973,C_CND_016974,8/23/2023,Classic Chevy,Scottsdale,CMP_026,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$15,201 "
16974,C_CND_016975,8/23/2023,Clay Johnson Auto Sales,Austin,CMP_004,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$12,000 "
16975,C_CND_016976,8/23/2023,Scrivener Performance Engineering,Austin,CMP_007,Prizm,Overhead Camshaft,Manual,Pale White,SUV,"$21,000 "
16976,C_CND_016977,8/23/2023,Enterprise Rent A Car,Aurora,CMP_001,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$62,000 "
16977,C_CND_016978,8/23/2023,Gartner Buick Hyundai Saab,Greenville,CMP_001,Mustang,Overhead Camshaft,Manual,Red,Hatchback,"$43,000 "
16978,C_CND_016979,8/23/2023,Hatfield Volkswagen,Pasco,CMP_025,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$19,000 "
16979,C_CND_016980,8/23/2023,Motor Vehicle Branch Office,Austin,CMP_011,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$42,000 "
16980,C_CND_016981,8/23/2023,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_010,328i,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$18,000 "
16981,C_CND_016982,8/23/2023,Nebo Chevrolet,Middletown,CMP_017,Carrera Coupe,Overhead Camshaft,Manual,Pale White,SUV,"$26,000 "
16982,C_CND_016983,8/23/2023,Chrysler of Tri-Cities,Pasco,CMP_025,Navigator,Overhead Camshaft,Manual,Pale White,Sedan,"$33,000 "
16983,C_CND_016984,8/23/2023,Chrysler Plymouth,Janesville,CMP_027,GS400,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$12,000 "
16984,C_CND_016985,8/23/2023,Classic Chevy,Scottsdale,CMP_001,Mustang,Overhead Camshaft,Manual,Red,Hatchback,"$25,000 "
16985,C_CND_016986,8/23/2023,Progressive Shippers Cooperative Association No,Janesville,CMP_012,Forester,Overhead Camshaft,Manual,Red,SUV,"$26,000 "
16986,C_CND_016987,8/23/2023,Enterprise Rent A Car,Aurora,CMP_011,Concorde,Overhead Camshaft,Manual,Pale White,SUV,"$28,000 "
16987,C_CND_016988,8/23/2023,Hatfield Volkswagen,Pasco,CMP_018,Beetle,Overhead Camshaft,Manual,Red,SUV,"$21,500 "
16988,C_CND_016989,8/23/2023,Gartner Buick Hyundai Saab,Greenville,CMP_009,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$9,000 "
16989,C_CND_016990,8/23/2023,Hatfield Volkswagen,Pasco,CMP_003,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$75,000 "
16990,C_CND_016991,8/23/2023,Iceberg Rentals,Janesville,CMP_024,Bonneville,Overhead Camshaft,Manual,Red,Hatchback,"$11,000 "
16991,C_CND_016992,8/23/2023,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_024,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$26,500 "
16992,C_CND_016993,8/23/2023,Motor Vehicle Branch Office,Austin,CMP_011,300M,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$16,000 "
16993,C_CND_016994,8/23/2023,McKinney Dodge Chrysler Jeep,Austin,CMP_012,Forester,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$22,500 "
16994,C_CND_016995,8/23/2023,New Castle Ford Lincoln Mercury,Aurora,CMP_004,Sienna,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$26,000 "
16995,C_CND_016996,8/23/2023,Motor Vehicle Branch Office,Austin,CMP_020,SC,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$33,000 "
16996,C_CND_016997,8/23/2023,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_029,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$31,000 "
16997,C_CND_016998,8/23/2023,Progressive Shippers Cooperative Association No,Janesville,CMP_027,LS400,Overhead Camshaft,Manual,Black,Sedan,"$69,000 "
16998,C_CND_016999,8/23/2023,Scrivener Performance Engineering,Greenville,CMP_001,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$62,000 "
16999,C_CND_017000,8/23/2023,Star Enterprises Inc,Pasco,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$22,500 "
17000,C_CND_017001,8/23/2023,Tri-State Mack Inc,Scottsdale,CMP_007,Prizm,Overhead Camshaft,Manual,Pale White,SUV,"$22,000 "
17001,C_CND_017002,8/23/2023,C & M Motors Inc,Aurora,CMP_002,Ram Pickup,Overhead Camshaft,Manual,Black,SUV,"$19,000 "
17002,C_CND_017003,8/23/2023,U-Haul CO,Austin,CMP_010,328i,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$16,000 "
17003,C_CND_017004,8/23/2023,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_012,Outback,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$57,000 "
17004,C_CND_017005,8/23/2023,C & M Motors Inc,Aurora,CMP_019,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$62,000 "
17005,C_CND_017006,8/23/2023,Capitol KIA,Greenville,CMP_001,Taurus,Overhead Camshaft,Manual,Black,SUV,"$69,000 "
17006,C_CND_017007,8/23/2023,Chrysler of Tri-Cities,Pasco,CMP_007,Cavalier,Overhead Camshaft,Manual,Red,SUV,"$20,000 "
17007,C_CND_017008,8/23/2023,Chrysler Plymouth,Janesville,CMP_005,TL,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$28,000 "
17008,C_CND_017009,8/23/2023,Classic Chevy,Scottsdale,CMP_009,Grand Marquis,Overhead Camshaft,Manual,Pale White,SUV,"$16,000 "
17009,C_CND_017010,8/23/2023,Scrivener Performance Engineering,Greenville,CMP_011,Concorde,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$19,500 "
17010,C_CND_017011,8/23/2023,Diehl Motor CO Inc,Middletown,CMP_002,Intrepid,Overhead Camshaft,Manual,Black,Sedan,"$11,000 "
17011,C_CND_017012,8/23/2023,Enterprise Rent A Car,Aurora,CMP_008,Maxima,Overhead Camshaft,Manual,Pale White,Sedan,"$22,000 "
17012,C_CND_017013,8/23/2023,Gartner Buick Hyundai Saab,Greenville,CMP_002,Avenger,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$22,000 "
17013,C_CND_017014,8/23/2023,Hatfield Volkswagen,Pasco,CMP_007,Corvette,Overhead Camshaft,Manual,Pale White,SUV,"$22,000 "
17014,C_CND_017015,8/23/2023,Saab-Belle Dodge,Greenville,CMP_010,528i,Overhead Camshaft,Manual,Black,SUV,"$21,000 "
17015,C_CND_017016,8/23/2023,Tri-State Mack Inc,Austin,CMP_012,Forester,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$22,000 "
17016,C_CND_017017,8/23/2023,Race Car Help,Austin,CMP_023,S70,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$26,000 "
17017,C_CND_017018,8/23/2023,Suburban Ford,Scottsdale,CMP_008,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$20,000 "
17018,C_CND_017019,8/23/2023,Tri-State Mack Inc,Austin,CMP_004,Celica,Overhead Camshaft,Manual,Pale White,SUV,"$14,000 "
17019,C_CND_017020,8/23/2023,U-Haul CO,Middletown,CMP_020,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$51,000 "
17020,C_CND_017021,8/23/2023,Buddy Storbeck's Diesel Service Inc,Aurora,CMP_021,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$31,000 "
17021,C_CND_017022,8/23/2023,C & M Motors Inc,Greenville,CMP_024,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$19,000 "
17022,C_CND_017023,8/23/2023,Capitol KIA,Pasco,CMP_020,LW,Overhead Camshaft,Manual,Pale White,Hatchback,"$13,000 "
17023,C_CND_017024,8/23/2023,Rabun Used Car Sales,Austin,CMP_008,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$75,501 "
17024,C_CND_017025,8/23/2023,Chrysler Plymouth,Scottsdale,CMP_018,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$32,000 "
17025,C_CND_017026,8/23/2023,Classic Chevy,Austin,CMP_023,S40,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$29,000 "
17026,C_CND_017027,8/23/2023,Clay Johnson Auto Sales,Middletown,CMP_021,CL500,Overhead Camshaft,Manual,Black,SUV,"$22,000 "
17027,C_CND_017028,8/23/2023,Diehl Motor CO Inc,Aurora,CMP_002,Viper,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$23,000 "
17028,C_CND_017029,8/23/2023,Enterprise Rent A Car,Greenville,CMP_006,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$36,000 "
17029,C_CND_017030,8/23/2023,Gartner Buick Hyundai Saab,Pasco,CMP_024,Bonneville,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$19,000 "
17030,C_CND_017031,8/26/2023,New Castle Ford Lincoln Mercury,Aurora,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$22,001 "
17031,C_CND_017032,8/26/2023,Pars Auto Sales,Greenville,CMP_002,Stratus,Overhead Camshaft,Manual,Red,Hatchback,"$37,001 "
17032,C_CND_017033,8/26/2023,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_013,Sonata,Overhead Camshaft,Manual,Pale White,SUV,"$13,001 "
17033,C_CND_017034,8/26/2023,Progressive Shippers Cooperative Association No,Janesville,CMP_002,Durango,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$24,001 "
17034,C_CND_017035,8/26/2023,Rabun Used Car Sales,Scottsdale,CMP_018,Passat,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$9,001 "
17035,C_CND_017036,8/26/2023,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_002,Caravan,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$19,000 "
17036,C_CND_017037,8/26/2023,Ryder Truck Rental and Leasing,Middletown,CMP_007,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$19,001 "
17037,C_CND_017038,8/26/2023,Saab-Belle Dodge,Aurora,CMP_021,C-Class,Overhead Camshaft,Manual,Pale White,Hatchback,"$12,001 "
17038,C_CND_017039,8/26/2023,Race Car Help,Austin,CMP_017,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$15,000 "
17039,C_CND_017040,8/26/2023,Star Enterprises Inc,Pasco,CMP_002,Ram Van,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$60,001 "
17040,C_CND_017041,8/26/2023,Saab-Belle Dodge,Aurora,CMP_008,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$21,000 "
17041,C_CND_017042,8/26/2023,Tri-State Mack Inc,Scottsdale,CMP_024,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$69,001 "
17042,C_CND_017043,8/26/2023,U-Haul CO,Austin,CMP_001,Windstar,Overhead Camshaft,Manual,Pale White,Sedan,"$17,501 "
17043,C_CND_017044,8/26/2023,Progressive Shippers Cooperative Association No,Janesville,CMP_011,300M,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$26,501 "
17044,C_CND_017045,8/26/2023,Tri-State Mack Inc,Scottsdale,CMP_008,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$21,701 "
17045,C_CND_017046,8/26/2023,Race Car Help,Austin,CMP_019,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$12,101 "
17046,C_CND_017047,8/26/2023,Ryder Truck Rental and Leasing,Middletown,CMP_006,Montero,Overhead Camshaft,Manual,Black,SUV,"$16,001 "
17047,C_CND_017048,8/26/2023,Saab-Belle Dodge,Aurora,CMP_028,Voyager,Overhead Camshaft,Manual,Red,Passenger,"$20,701 "
17048,C_CND_017049,8/26/2023,Scrivener Performance Engineering,Greenville,CMP_005,TL,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$23,001 "
17049,C_CND_017050,8/26/2023,U-Haul CO,Austin,CMP_018,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$45,001 "
17050,C_CND_017051,8/26/2023,Nebo Chevrolet,Middletown,CMP_019,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$62,000 "
17051,C_CND_017052,8/26/2023,New Castle Ford Lincoln Mercury,Aurora,CMP_018,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$32,000 "
17052,C_CND_017053,8/26/2023,Pars Auto Sales,Greenville,CMP_024,Sunfire,Overhead Camshaft,Manual,Red,Sedan,"$43,000 "
17053,C_CND_017054,8/26/2023,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_004,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$12,000 "
17054,C_CND_017055,8/26/2023,Progressive Shippers Cooperative Association No,Janesville,CMP_018,Jetta,Overhead Camshaft,Manual,Red,Passenger,"$24,200 "
17055,C_CND_017056,8/26/2023,Rabun Used Car Sales,Scottsdale,CMP_002,Durango,Overhead Camshaft,Manual,Pale White,SUV,"$27,000 "
17056,C_CND_017057,8/26/2023,Race Car Help,Austin,CMP_025,Continental,Overhead Camshaft,Manual,Pale White,Passenger,"$27,000 "
17057,C_CND_017058,8/26/2023,Clay Johnson Auto Sales,Aurora,CMP_017,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$22,001 "
17058,C_CND_017059,8/26/2023,Saab-Belle Dodge,Aurora,CMP_011,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$46,000 "
17059,C_CND_017060,8/26/2023,McKinney Dodge Chrysler Jeep,Aurora,CMP_012,Forester,Overhead Camshaft,Manual,Red,SUV,"$26,001 "
17060,C_CND_017061,8/26/2023,Star Enterprises Inc,Pasco,CMP_002,Stratus,Overhead Camshaft,Manual,Red,Hatchback,"$25,000 "
17061,C_CND_017062,8/26/2023,Suburban Ford,Janesville,CMP_008,Quest,Overhead Camshaft,Manual,Black,SUV,"$12,000 "
17062,C_CND_017063,8/26/2023,Nebo Chevrolet,Greenville,CMP_003,Seville,Overhead Camshaft,Manual,Pale White,SUV,"$22,001 "
17063,C_CND_017064,8/26/2023,U-Haul CO,Austin,CMP_003,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$75,000 "
17064,C_CND_017065,8/26/2023,Progressive Shippers Cooperative Association No,Janesville,CMP_026,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$60,250 "
17065,C_CND_017066,8/26/2023,Rabun Used Car Sales,Scottsdale,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$38,000 "
17066,C_CND_017067,8/26/2023,Race Car Help,Austin,CMP_026,Bravada,Overhead Camshaft,Manual,Black,Hatchback,"$17,800 "
17067,C_CND_017068,8/26/2023,New Castle Ford Lincoln Mercury,Pasco,CMP_002,Caravan,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$19,001 "
17068,C_CND_017069,8/26/2023,Saab-Belle Dodge,Aurora,CMP_025,Town car,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$26,001 "
17069,C_CND_017070,8/26/2023,Scrivener Performance Engineering,Greenville,CMP_001,Crown Victoria,Overhead Camshaft,Manual,Pale White,Passenger,"$20,001 "
17070,C_CND_017071,8/26/2023,Rabun Used Car Sales,Scottsdale,CMP_023,S80,Overhead Camshaft,Manual,Red,Sedan,"$25,000 "
17071,C_CND_017072,8/26/2023,Race Car Help,Austin,CMP_025,Continental,Overhead Camshaft,Manual,Black,Passenger,"$18,000 "
17072,C_CND_017073,8/26/2023,Ryder Truck Rental and Leasing,Middletown,CMP_025,Continental,Overhead Camshaft,Manual,Black,Passenger,"$18,500 "
17073,C_CND_017074,8/26/2023,Race Car Help,Austin,CMP_017,Carrera Coupe,Overhead Camshaft,Manual,Pale White,SUV,"$26,000 "
17074,C_CND_017075,8/26/2023,Scrivener Performance Engineering,Greenville,CMP_019,Regal,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$19,000 "
17075,C_CND_017076,8/26/2023,New Castle Ford Lincoln Mercury,Aurora,CMP_003,Seville,Overhead Camshaft,Manual,Pale White,SUV,"$17,001 "
17076,C_CND_017077,8/26/2023,Suburban Ford,Janesville,CMP_007,Lumina,Overhead Camshaft,Manual,Red,Passenger,"$12,000 "
17077,C_CND_017078,8/26/2023,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_017,Carrera Coupe,Overhead Camshaft,Manual,Pale White,SUV,"$26,001 "
17078,C_CND_017079,8/26/2023,U-Haul CO,Austin,CMP_005,TL,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$24,000 "
17079,C_CND_017080,8/26/2023,Progressive Shippers Cooperative Association No,Janesville,CMP_003,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$26,000 "
17080,C_CND_017081,8/26/2023,Rabun Used Car Sales,Scottsdale,CMP_001,Taurus,Overhead Camshaft,Manual,Black,SUV,"$69,000 "
17081,C_CND_017082,8/26/2023,Race Car Help,Austin,CMP_009,Grand Marquis,Overhead Camshaft,Manual,Red,SUV,"$71,000 "
17082,C_CND_017083,8/26/2023,Ryder Truck Rental and Leasing,Middletown,CMP_007,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$19,000 "
17083,C_CND_017084,8/26/2023,Saab-Belle Dodge,Aurora,CMP_008,Quest,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$32,000 "
17084,C_CND_017085,8/26/2023,Scrivener Performance Engineering,Greenville,CMP_026,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$60,000 "
17085,C_CND_017086,8/26/2023,Star Enterprises Inc,Pasco,CMP_021,SLK,Overhead Camshaft,Manual,Pale White,Passenger,"$17,000 "
17086,C_CND_017087,8/26/2023,Suburban Ford,Janesville,CMP_002,Durango,Overhead Camshaft,Manual,Pale White,SUV,"$27,000 "
17087,C_CND_017088,8/26/2023,Tri-State Mack Inc,Scottsdale,CMP_024,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$19,000 "
17088,C_CND_017089,8/26/2023,U-Haul CO,Austin,CMP_007,Cavalier,Overhead Camshaft,Manual,Pale White,SUV,"$28,000 "
17089,C_CND_017090,8/26/2023,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_007,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$12,000 "
17090,C_CND_017091,8/26/2023,Star Enterprises Inc,Pasco,CMP_007,Prizm,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$25,000 "
17091,C_CND_017092,8/26/2023,Progressive Shippers Cooperative Association No,Janesville,CMP_021,M-Class,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$18,000 "
17092,C_CND_017093,8/26/2023,Motor Vehicle Branch Office,Austin,CMP_002,Intrepid,Overhead Camshaft,Manual,Black,Sedan,"$11,200 "
17093,C_CND_017094,8/26/2023,Nebo Chevrolet,Middletown,CMP_013,Elantra,Overhead Camshaft,Manual,Pale White,Sedan,"$26,000 "
17094,C_CND_017095,8/26/2023,New Castle Ford Lincoln Mercury,Aurora,CMP_006,Diamante,Overhead Camshaft,Manual,Red,Hatchback,"$19,000 "
17095,C_CND_017096,8/26/2023,Pars Auto Sales,Greenville,CMP_027,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$31,000 "
17096,C_CND_017097,8/26/2023,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_017,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$32,000 "
17097,C_CND_017098,8/26/2023,Progressive Shippers Cooperative Association No,Janesville,CMP_002,Ram Van,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$31,000 "
17098,C_CND_017099,8/26/2023,Rabun Used Car Sales,Scottsdale,CMP_009,Sable,Overhead Camshaft,Manual,Red,Sedan,"$61,000 "
17099,C_CND_017100,8/26/2023,Race Car Help,Austin,CMP_004,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$21,000 "
17100,C_CND_017101,8/26/2023,Ryder Truck Rental and Leasing,Middletown,CMP_009,Villager,Overhead Camshaft,Manual,Pale White,Passenger,"$14,000 "
17101,C_CND_017102,8/26/2023,Saab-Belle Dodge,Aurora,CMP_008,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$18,000 "
17102,C_CND_017103,8/26/2023,Scrivener Performance Engineering,Greenville,CMP_005,RL,Overhead Camshaft,Manual,Red,SUV,"$17,000 "
17103,C_CND_017104,8/26/2023,C & M Motors Inc,Aurora,CMP_004,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$53,500 "
17104,C_CND_017105,8/26/2023,Suburban Ford,Janesville,CMP_010,528i,Overhead Camshaft,Manual,Black,SUV,"$21,000 "
17105,C_CND_017106,8/26/2023,Tri-State Mack Inc,Scottsdale,CMP_003,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$28,000 "
17106,C_CND_017107,8/26/2023,U-Haul CO,Austin,CMP_026,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$60,000 "
17107,C_CND_017108,8/26/2023,Progressive Shippers Cooperative Association No,Janesville,CMP_013,Sonata,Overhead Camshaft,Manual,Red,SUV,"$21,000 "
17108,C_CND_017109,8/26/2023,Nebo Chevrolet,Middletown,CMP_007,Prizm,Overhead Camshaft,Manual,Pale White,SUV,"$21,500 "
17109,C_CND_017110,8/26/2023,Race Car Help,Austin,CMP_009,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$9,000 "
17110,C_CND_017111,8/26/2023,Scrivener Performance Engineering,Greenville,CMP_021,SL-Class,Overhead Camshaft,Manual,Pale White,SUV,"$26,001 "
17111,C_CND_017112,8/26/2023,Iceberg Rentals,Scottsdale,CMP_008,Quest,Overhead Camshaft,Manual,Black,SUV,"$19,000 "
