kohde;jasen;pvknro;sp;ASALUE;IKAL1;V1;V5;V7;V21;V22;V27;V32;V33;V40;V68;V69;V70;V75;H1a_A;H1b_A;H1g_A;H1h_A;H1i_A
51690;1;1;2;1.0;3;0;40;0;0;0;90;280;50;0;0;0;180;0;1.0;2.0;2.0;1.0;2.0
51690;2;1;1;1.0;3;0;0;0;0;0;40;200;10;430;10;0;60;0;1.0;2.0;2.0;1.0;2.0
51693;1;1;1;3.0;8;0;0;0;0;0;0;610;80;0;130;0;170;10;1.0;1.0;1.0;1.0;2.0
51693;2;1;2;3.0;7;0;50;20;0;0;0;560;60;0;160;10;210;10;1.0;1.0;1.0;1.0;2.0
51701;1;2;2;1.0;5;00:00;01:00;00:20;00:30;00:30;00:50;13:30;01:10;00:00;01:20;00:00;00:00;00:00;1.0;1.0;1.0;1.0;2.0
51701;2;2;1;1.0;5;00:00;00:30;00:30;00:10;00:00;01:30;12:20;01:20;00:00;00:00;00:00;00:00;00:00;1.0;1.0;1.0;1.0;1.0
51703;1;1;2;1.0;6;0;100;30;0;0;0;490;90;0;40;0;120;0;2.0;2.0;2.0;2.0;2.0
51705;1;2;2;1.0;6;0;0;0;0;0;0;600;90;0;0;0;300;0;2.0;1.0;1.0;1.0;1.0
51717;1;2;2;3.0;6;0;40;50;0;0;50;520;100;0;0;30;30;0;2.0;1.0;1.0;1.0;1.0
51717;2;2;1;3.0;6;200;20;0;0;0;100;470;100;0;0;0;220;0;2.0;2.0;1.0;1.0;1.0
51718;1;1;2;1.0;5;270;0;0;0;0;0;530;60;0;60;0;140;10;1.0;1.0;1.0;1.0;2.0
51729;1;2;1;3.0;6;06:40;00:20;00:00;00:00;00:00;00:40;06:50;01:00;00:00;02:50;00:00;00:50;00:00;1.0;2.0;1.0;1.0;2.0
51732;1;2;1;1.0;8;0;0;0;0;0;0;590;180;0;90;10;180;0;2.0;2.0;1.0;2.0;2.0
51732;2;2;2;1.0;7;0;10;20;0;0;0;590;80;0;40;0;240;0;2.0;2.0;2.0;2.0;2.0
51735;1;1;1;1.0;8;0;0;0;0;0;0;590;80;0;110;30;190;0;2.0;2.0;2.0;2.0;2.0
51735;2;1;2;1.0;8;0;20;0;0;0;0;570;70;0;60;0;240;0;?;?;?;?;?
51738;1;2;1;2.0;8;0;10;0;0;0;0;440;80;0;10;170;320;0;2.0;2.0;2.0;2.0;2.0
51738;2;2;2;2.0;8;0;60;50;0;0;0;470;80;0;260;150;160;0;1.0;1.0;2.0;1.0;2.0
51741;1;2;2;1.0;7;0;60;20;0;?;60;610;30;0;60;0;90;30;1.0;1.0;1.0;1.0;2.0
51741;2;2;1;1.0;7;500;?;0;0;0;10;430;90;0;30;10;100;0;2.0;2.0;1.0;1.0;2.0
51747;1;2;1;1.0;6;370;0;0;0;0;0;540;120;0;80;0;60;0;2.0;1.0;1.0;1.0;1.0
51749;2;2;2;1.0;5;0;130;40;0;0;0;780;50;0;0;0;0;0;2.0;2.0;2.0;1.0;2.0
51755;1;2;2;1.0;8;0;40;20;0;0;40;500;60;0;50;10;180;40;1.0;1.0;1.0;1.0;1.0
51755;2;2;1;1.0;9;0;0;0;0;0;0;540;70;0;180;30;160;0;1.0;1.0;1.0;1.0;?
51773;1;2;2;3.0;4;40;110;20;130;0;0;420;110;0;10;10;80;0;1.0;1.0;1.0;2.0;1.0
51774;1;1;1;1.0;6;00:00;00:50;00:00;00:00;00:00;01:00;09:10;00:50;00:00;00:30;00:00;04:00;00:00;1.0;2.0;1.0;1.0;2.0
51774;2;1;2;1.0;5;00:00;00:20;00:00;00:00;00:00;00:30;10:30;00:40;00:00;00:00;00:00;05:50;01:10;?;?;?;?;?
51781;1;2;1;1.0;7;0;0;0;0;0;0;530;70;0;100;0;230;0;2.0;1.0;1.0;2.0;2.0
51781;2;2;2;1.0;7;0;150;90;0;0;?;540;120;0;30;0;0;0;2.0;1.0;1.0;2.0;2.0
51783;1;2;2;1.0;9;0;90;50;0;0;40;570;160;0;40;0;50;0;2.0;2.0;2.0;2.0;2.0
51788;1;2;2;1.0;5;490;0;10;30;0;0;470;50;0;0;0;100;0;2.0;2.0;2.0;2.0;1.0
51788;2;2;1;1.0;6;70;0;0;40;0;50;520;30;0;20;0;150;0;?;?;?;?;?
51789;1;1;2;1.0;9;0;30;10;0;0;0;530;?;0;210;0;200;40;2.0;2.0;1.0;1.0;2.0
51792;1;1;2;1.0;7;0;50;40;0;0;0;520;70;0;70;0;90;0;2.0;1.0;1.0;1.0;2.0
51792;2;1;1;1.0;7;0;20;0;0;0;0;520;60;0;?;0;230;0;2.0;1.0;1.0;2.0;1.0
51799;1;1;1;1.0;7;0;60;10;0;0;0;590;110;0;70;0;180;60;1.0;1.0;1.0;1.0;2.0
51799;2;1;2;1.0;7;0;50;40;0;0;0;550;70;0;90;0;280;0;?;?;?;?;?
51801;1;1;2;1.0;5;0;40;20;0;0;0;590;70;0;30;0;220;0;1.0;1.0;1.0;1.0;2.0
51801;2;1;1;1.0;6;0;20;10;0;0;0;720;50;0;110;0;280;0;1.0;1.0;1.0;1.0;1.0
51810;1;2;1;1.0;5;00:00;02:30;00:00;00:00;00:00;00:00;09:00;03:50;00:00;01:40;00:00;00:00;00:00;1.0;2.0;1.0;1.0;1.0
51817;1;1;2;1.0;6;70;20;0;0;0;0;510;280;0;60;0;60;0;1.0;2.0;1.0;1.0;2.0
51820;1;1;1;1.0;6;520;10;10;?;0;0;480;90;0;10;0;60;0;2.0;2.0;1.0;2.0;1.0
51820;2;1;2;1.0;6;0;70;30;0;0;30;550;110;0;50;0;120;30;1.0;2.0;1.0;1.0;2.0
51822;1;1;1;2.0;9;0;10;30;0;0;0;580;140;0;90;0;340;0;2.0;?;2.0;2.0;2.0
51822;2;1;2;2.0;9;0;50;10;0;0;0;570;140;0;80;0;330;30;2.0;2.0;2.0;1.0;2.0
51828;1;1;2;1.0;7;0;100;20;0;0;20;580;110;0;0;50;140;0;2.0;1.0;2.0;1.0;1.0
51829;2;1;2;1.0;6;0;80;30;0;130;20;570;80;0;20;0;60;10;1.0;2.0;2.0;1.0;2.0
51833;2;1;1;1.0;6;0;20;0;0;0;0;720;210;0;0;10;0;0;2.0;2.0;2.0;1.0;1.0
51837;2;1;2;1.0;6;470;40;10;0;0;10;530;?;0;0;0;80;0;1.0;1.0;2.0;1.0;1.0
51841;1;1;2;1.0;9;0;30;80;0;0;60;550;100;0;?;0;190;10;2.0;1.0;2.0;1.0;2.0
51841;2;1;1;1.0;9;0;30;50;0;0;60;550;110;0;80;20;120;0;2.0;1.0;1.0;2.0;2.0
51846;1;1;1;1.0;5;0;30;0;0;0;20;460;90;0;0;0;80;0;2.0;2.0;2.0;1.0;1.0
51846;2;1;2;1.0;4;0;50;0;0;0;20;460;310;0;0;0;100;0;2.0;2.0;2.0;1.0;1.0
51848;1;1;2;1.0;6;00:00;01:10;00:40;00:00;00:00;00:00;10:30;02:30;00:00;01:10;00:00;02:00;00:30;1.0;1.0;1.0;2.0;2.0
51857;1;1;1;1.0;7;00:00;00:10;00:00;00:00;00:00;00:00;08:10;01:40;00:00;00:00;00:00;00:00;00:00;1.0;1.0;1.0;1.0;1.0
51857;2;1;2;1.0;7;00:00;00:00;00:00;00:00;00:00;00:00;08:00;01:50;00:00;00:00;00:00;00:00;00:00;1.0;1.0;1.0;1.0;2.0
51858;1;2;2;1.0;5;0;60;20;60;240;0;590;110;0;0;0;210;0;1.0;?;1.0;1.0;2.0
51858;2;2;1;1.0;5;0;20;0;50;0;120;430;70;0;110;0;320;30;1.0;2.0;1.0;1.0;2.0
51861;1;2;2;1.0;5;450;20;20;40;0;10;380;110;0;50;0;120;0;1.0;1.0;1.0;1.0;1.0
51861;2;2;1;1.0;5;650;20;0;0;0;0;410;90;0;0;0;130;0;1.0;1.0;2.0;2.0;1.0
51865;1;1;1;1.0;4;0;30;0;0;0;30;520;50;0;80;0;120;0;1.0;2.0;2.0;1.0;2.0
51865;2;1;2;1.0;5;0;?;30;0;0;20;500;100;0;40;0;50;0;2.0;2.0;2.0;1.0;1.0
51866;1;1;2;2.0;4;540;20;0;50;0;0;450;50;0;0;0;0;0;1.0;1.0;2.0;1.0;1.0
51867;2;2;1;2.0;6;530;10;0;50;0;0;420;120;0;10;0;150;10;2.0;2.0;1.0;1.0;1.0
51869;2;1;2;1.0;7;0;40;20;0;0;60;530;40;0;0;0;200;0;1.0;1.0;1.0;1.0;1.0
51873;1;2;2;1.0;8;0;50;10;0;0;0;430;50;0;270;0;100;10;1.0;1.0;1.0;1.0;2.0
51873;2;2;1;1.0;8;0;0;0;0;0;40;400;60;0;200;0;100;0;1.0;1.0;1.0;1.0;2.0
51877;1;1;2;3.0;4;0;80;10;20;30;20;580;60;?;100;30;60;10;1.0;2.0;2.0;1.0;2.0
51877;2;1;1;3.0;5;490;20;0;90;0;0;510;110;0;10;0;10;0;1.0;2.0;2.0;1.0;2.0
51883;1;2;2;2.0;7;07:30;00:20;00:00;00:00;00:00;00:30;07:20;01:20;00:00;00:10;00:00;00:50;00:00;1.0;1.0;1.0;1.0;1.0
51883;2;2;1;2.0;4;15:40;00:00;00:00;00:00;00:00;00:00;07:10;00:40;00:00;00:00;00:00;00:00;00:00;2.0;2.0;1.0;1.0;1.0
51884;1;2;1;1.0;7;0;10;10;0;0;0;530;150;0;170;0;80;0;240.0;0.0;0.0;0.0;120.0
51884;2;2;2;1.0;7;0;30;0;0;0;60;350;190;0;40;0;210;30;0.0;0.0;0.0;0.0;0.0
51887;1;2;2;3.0;8;0;170;60;0;0;0;510;100;0;110;110;0;0;2.0;2.0;2.0;1.0;2.0
51891;2;2;2;1.0;7;00:00;00:00;00:00;00:00;00:00;00:00;06:20;00:40;00:00;00:00;00:00;00:10;00:00;2.0;1.0;2.0;1.0;?
51893;1;2;2;1.0;4;0;10;0;0;0;20;280;220;170;10;0;0;0;1.0;1.0;1.0;1.0;2.0
51898;1;1;2;1.0;8;0;40;0;0;0;10;560;80;0;50;0;250;0;2.0;1.0;2.0;2.0;1.0
51898;2;1;1;1.0;7;0;40;0;0;0;40;?;80;0;30;0;320;0;2.0;1.0;2.0;2.0;1.0
51900;1;1;1;1.0;5;0;50;10;50;90;0;480;100;0;40;0;300;0;1.0;2.0;2.0;2.0;1.0
51900;2;1;2;1.0;5;0;70;60;70;50;20;560;100;0;0;0;30;0;1.0;1.0;2.0;1.0;1.0
51902;1;1;2;2.0;4;0;80;30;50;0;30;570;110;0;20;0;60;0;1.0;2.0;2.0;1.0;1.0
51902;2;1;1;2.0;4;0;0;0;0;0;0;630;50;0;0;0;80;0;2.0;2.0;2.0;1.0;1.0
51904;1;1;2;1.0;4;0;60;0;140;120;0;480;100;0;30;0;240;20;1.0;2.0;1.0;1.0;1.0
51904;2;1;1;1.0;4;0;10;10;80;170;0;500;100;0;10;0;210;0;1.0;2.0;2.0;1.0;1.0
51905;1;1;2;3.0;5;0;0;0;0;0;110;490;100;0;0;0;?;40;2.0;2.0;1.0;1.0;1.0
51914;1;2;1;1.0;6;460;0;0;0;0;0;420;120;0;20;0;190;0;2.0;1.0;1.0;1.0;1.0
51914;2;2;2;1.0;6;620;10;10;0;0;0;150;220;0;0;0;0;0;1.0;1.0;2.0;1.0;1.0
51918;1;2;1;3.0;6;0;0;0;0;0;0;570;60;0;0;0;90;0;2.0;1.0;2.0;2.0;2.0
51918;2;2;2;3.0;6;0;10;0;0;0;0;570;60;0;0;0;100;0;2.0;1.0;2.0;1.0;2.0
51920;1;1;1;3.0;7;00:00;00:10;00:00;00:00;00:00;00:00;08:10;02:10;00:00;00:00;00:00;04:40;00:00;2.0;2.0;2.0;2.0;1.0
51920;2;1;2;3.0;7;00:00;01:20;00:30;00:00;00:00;00:00;09:10;02:00;00:00;01:10;00:00;03:00;00:00;2.0;1.0;2.0;2.0;1.0
51921;1;1;2;2.0;6;0;100;10;0;0;0;580;40;0;50;0;140;10;2.0;1.0;2.0;1.0;2.0
51921;2;1;1;2.0;7;0;0;0;0;0;?;550;60;0;20;0;140;0;2.0;1.0;1.0;1.0;1.0
51923;1;1;1;1.0;8;0;60;10;0;0;10;610;60;0;?;0;160;0;2.0;2.0;1.0;2.0;2.0
51926;1;1;1;3.0;7;0;20;0;0;0;0;600;170;0;30;0;320;0;1.0;1.0;2.0;1.0;1.0
51926;2;1;2;3.0;7;0;130;90;0;0;0;560;170;0;40;0;210;0;1.0;1.0;2.0;1.0;2.0
51929;1;1;1;2.0;7;0;130;20;0;0;0;410;110;0;0;60;0;0;2.0;2.0;2.0;1.0;1.0
51932;1;1;2;1.0;3;440;50;20;0;0;0;650;60;0;0;0;?;0;1.0;2.0;1.0;1.0;2.0
51932;2;1;1;1.0;3;0;20;0;0;0;0;420;20;0;0;0;80;0;1.0;2.0;1.0;1.0;1.0
51935;1;1;2;1.0;5;0;40;0;0;0;120;680;40;0;50;0;160;20;1.0;2.0;1.0;2.0;2.0
51935;2;1;1;1.0;5;0;0;0;0;0;0;1050;20;0;0;0;240;0;1.0;2.0;1.0;1.0;2.0
51936;1;1;2;1.0;4;0;0;0;0;0;20;620;270;0;180;0;0;30;1.0;1.0;1.0;1.0;2.0
51936;2;1;1;1.0;5;0;60;0;0;0;20;510;280;0;60;0;0;0;1.0;1.0;2.0;1.0;2.0
51941;1;1;2;2.0;7;00:00;00:00;00:00;00:00;00:00;00:00;04:00;00:30;00:00;00:50;00:20;00:00;00:00;2.0;2.0;2.0;2.0;2.0
51941;2;1;1;2.0;7;00:00;01:20;00:30;00:00;00:00;01:00;04:30;02:00;00:00;03:10;01:10;03:10;00:10;2.0;2.0;2.0;2.0;1.0
51947;1;2;1;1.0;7;40;0;0;0;0;0;670;80;0;30;0;70;0;1.0;1.0;2.0;2.0;2.0
51947;2;2;2;1.0;7;0;10;20;0;0;0;580;60;0;70;0;90;0;1.0;1.0;2.0;1.0;2.0
51951;1;1;2;1.0;6;0;50;10;0;0;0;600;50;0;200;0;270;0;2.0;1.0;2.0;1.0;1.0
51964;1;1;2;1.0;7;0;10;0;0;0;0;460;70;0;360;0;260;0;1.0;2.0;1.0;1.0;2.0
51964;2;1;1;1.0;7;0;30;0;0;0;0;550;40;0;0;0;400;0;1.0;2.0;2.0;1.0;1.0
51965;1;2;2;2.0;7;0;30;20;0;0;0;540;60;0;60;0;460;40;1.0;1.0;2.0;1.0;2.0
51973;1;1;1;2.0;5;0;0;0;0;0;50;?;60;0;0;0;220;0;1.0;2.0;2.0;1.0;1.0
51973;2;1;2;2.0;4;0;80;30;0;0;60;500;90;0;10;0;290;20;1.0;1.0;2.0;2.0;1.0
51977;1;1;2;1.0;9;0;0;0;0;0;0;490;150;0;50;30;350;0;2.0;2.0;2.0;2.0;2.0
51977;2;1;2;1.0;7;0;20;40;0;0;0;500;130;0;60;0;110;0;1.0;1.0;1.0;2.0;2.0
51978;1;2;2;2.0;6;0;30;0;0;0;30;610;160;0;0;0;170;10;2.0;1.0;1.0;1.0;2.0
51978;2;2;1;2.0;6;0;0;0;0;0;0;570;80;0;0;0;220;0;2.0;1.0;2.0;2.0;2.0
51980;1;2;2;2.0;6;460;20;0;0;0;10;450;70;0;30;0;80;10;1.0;1.0;1.0;2.0;1.0
51981;1;2;2;1.0;5;0;50;0;0;0;0;790;80;0;0;0;160;40;1.0;1.0;1.0;1.0;1.0
51981;2;2;1;1.0;5;0;0;0;10;0;0;730;110;0;0;0;190;0;?;?;?;?;?
51982;1;2;2;1.0;6;0;10;0;0;0;90;490;70;0;40;0;210;10;2.0;2.0;2.0;2.0;2.0
51982;2;2;1;1.0;5;420;0;?;0;0;90;480;90;0;40;0;190;0;?;?;?;?;?
